bugID,sd,clean_text,co
553240,ImageLoader save() creates striped images on Linux,imageloader save creates striped images on linux,SWT
554556,Properties view on diagram element does not have focus on Semantic but Sirius element,properties view on diagram element does not have focus on semantic but sirius element,Diagram
555324,Bundle capella dependencies into features,bundle capella dependencies into features,Releng
553156,[14] Records - Search,records  search,Core
551709,Enable http://download.eclipse.org/releases/latest repo by default,enable httpdownloadeclipseorgreleaseslatest repo by default,Releng
548656,Provide support for Maven Publishing of EMF builds,provide support for maven publishing of emf builds,Releng
552474,[Dark theme] Delete unnecessary CSS spy related CSS styling,dark theme delete unnecessary css spy related css styling,UI
554687,[xDFB] Cannot show Applied PropertyValueGroup if the group is a child of the applying function,xdfb cannot show applied propertyvaluegroup if the group is a child of the applying function,Diagram
555289,Add releng for Rcptt test,add releng for rcptt test,Releng
555292,Update build model of addons to match Capella 1.1.0 version,update build model of addons to match capella  version,Releng
551064,ASTParser not able to recover directly in body of type declaration,astparser not able to recover directly in body of type declaration,Core
553992,Inconsistency on reloaded resources,inconsistency on reloaded resources,Core
554611,Refactoring of Exchange Category creation for better testability,refactoring of exchange category creation for better testability,Diagram
549157,Declare 4.13 M1,declare  m,Releng
554114,Cannot found projects used in tests when they are located in another project,cannot found projects used in tests when they are located in another project,Core
555304,Capella master isn't executable on OSx anymore,capella master isnt executable on osx anymore,Releng
553657,[GTK] Checkbox hard to see on active part,gtk checkbox hard to see on active part,SWT
550733,[GTK] Getter methods of DateTime returns wrong (old) date and time values when fields changed by keyboard,gtk getter methods of datetime returns wrong old date and time values when fields changed by keyboard,SWT
547968,Declare 4.12 RC2,declare  rc,Releng
554047,Add some enhancements into M2,add some enhancements into m,Core
550292,Use concise text in discard all changes dialog,use concise text in discard all changes dialog,UI
555276,Capella 0.8.2 is missing execution rights on Content/MacOsX/eclipse,capella  is missing execution rights on contentmacosxeclipse,Releng
552906,Editor has no focus/cursor after tab switch,editor has no focuscursor after tab switch,UI
553200,I build (I20191118-2230) failed,i build i failed,Releng
552826,[GTK3] Dead-lock in OS._pango_cairo_show_layout,gtk deadlock in os_pango_cairo_show_layout,SWT
555505,Integration of amalgam.explorer.activity into capella,integration of amalgamexploreractivity into capella,UI
550935,Move source tarball generation to separate job.,move source tarball generation to separate job,Releng
552199,DecisionTableTest.java AutoGenerated (Drools) Works on Windows But Not Mac,decisiontabletestjava autogenerated drools works on windows but not mac,Core
554139,Capella shall support item label decorators,capella shall support item label decorators,Core
552558,Fix warnings,fix warnings,Core
553290,Declare 4.14 M3,declare  m,Releng
550469,Deploy ecj compiler from 4.13 RC1 and use it for 4.13 RC2 build,deploy ecj compiler from  rc and use it for  rc build,Releng
548576,showBusy in reflog view,showbusy in reflog view,UI
550059,[styled text] Typing ~~ in combination with ²&~# inserts é~~,styled text typing  in combination with ² inserts é,SWT
549076,When i right click on Class file does not show the bottom of the Right-Click menu,when i right click on class file does not show the bottom of the rightclick menu,SWT
551822,"[pivot] Rationalize ExpressionInOCL, Parameter/ParameterVariable, this",pivot rationalize expressioninocl parameterparametervariable this,Core
554673,Breakdown diagram refresh breaks down when the diagram contains property values,breakdown diagram refresh breaks down when the diagram contains property values,Diagram
554605,Improve Get Mapping By Name accesses,improve get mapping by name accesses,Diagram
554655,Migration to AQL - partition tests StringConcatenation,migration to aql  partition tests stringconcatenation,Diagram
553471,Show output of hooks even if they don't fail,show output of hooks even if they dont fail,UI
549136,[GTK] Cannot get rid of welcome page,gtk cannot get rid of welcome page,SWT
550725,[Win32] NVDA will read drop down item twice,win nvda will read drop down item twice,SWT
548235,[Headless] AutomaticUpdateScheduler prints errors to log,headless automaticupdatescheduler prints errors to log,Core
554661,Migration to AQL - partition uncovered Chiffre + OneCallOnCurrent + OneCallOnNotCurrent,migration to aql  partition uncovered chiffre  onecalloncurrent  onecallonnotcurrent,Diagram
549833,[10.15]FileDialog.open() throws NullPointerException on macOS Catalina,filedialogopen throws nullpointerexception on macos catalina,SWT
555552,Capella/Delete preferences are empty,capelladelete preferences are empty,UI
555568,[Flexi] Set property value only once in OptionRenderer,flexi set property value only once in optionrenderer,UI
547003,[contentassist] NPE on 'new' assist in lambda in enum field declaration,contentassist npe on new assist in lambda in enum field declaration,Core
555325,Allows build of viewpoints generated for CDO,allows build of viewpoints generated for cdo,Releng
554674,Migration To AQL,migration to aql,Diagram
554395,Missing plug-in org.polarsys.kitalpha.ad.integration.amalgam in the final product,missing plugin orgpolarsyskitalphaadintegrationamalgam in the final product,Core
547921,Hide 4.13 builds from the download page,hide  builds from the download page,Releng
551768,Eclipse 4.14 M1 prerequisites: Orbit,eclipse  m prerequisites orbit,Releng
547369,Settíng colors of TableItem has no effect in Eclipse 2018-12,settíng colors of tableitem has no effect in eclipse,SWT
550628,Migrate EPP to consistently use EPL 2.0 and SUA 2.0,migrate epp to consistently use epl  and sua,Releng
554125,RCPTT test case Diagram Creation failed,rcptt test case diagram creation failed,Core
548364,[win32] Compiler warning reported in swt.win32.win32.x86 plugin,win compiler warning reported in swtwinwinx plugin,SWT
552327,Opening platformUi.setup results in errors with the Oomph editor,opening platformuisetup results in errors with the oomph editor,Releng
554594,org.eclipse.sirius.diagram.ui.layoutDataManager deprecated,orgeclipsesiriusdiagramuilayoutdatamanager deprecated,Diagram
552578,[Dark theme] Always style Shell,dark theme always style shell,UI
547529,[GTK3] Regression: ImageLoader.save() no longer works,gtk regression imageloadersave no longer works,SWT
549181,[GTK] Improve accuracy of Color.get[Red|Blue|Green] methods,gtk improve accuracy of colorgetredbluegreen methods,SWT
551336,[StyledText] resetting styles does not reset rendering,styledtext resetting styles does not reset rendering,SWT
548666,"[Win32] Remove unused COM constants, structures, functions, interfaces",win remove unused com constants structures functions interfaces,SWT
553659,[content assist] IllegalArgumentException with postfix and chain completions,content assist illegalargumentexception with postfix and chain completions,Core
547674,N&N for 4.12,nn for,Releng
555247,Problem with GTK version vs embedded webkit,problem with gtk version vs embedded webkit,Releng
547411,[GTK] Two/Three finger tap not working in Project Explorer,gtk twothree finger tap not working in project explorer,SWT
554742,"Menu issue using GMF right click menus (edit, copy paste ...)",menu issue using gmf right click menus edit copy paste,Diagram
552601,API tools error message in SWT,api tools error message in swt,SWT
553833,[Tests] Move o.e.jface.tests.databinding.conformance to JUnit4,tests move oejfacetestsdatabindingconformance to junit,UI
548491,[regression][mac] Cheese in java editor,regressionmac cheese in java editor,SWT
550009,UI freeze in org.eclipse.ui.dialogs.FilteredTree,ui freeze in orgeclipseuidialogsfilteredtree,UI
547109,[GTK] JVM crash when multiple processes were started and native libraries are missing,gtk jvm crash when multiple processes were started and native libraries are missing,SWT
554308,Make generic the isDryRun attribute for ITransfo,make generic the isdryrun attribute for itransfo,Core
551276,Move tracecompass vserver to the eclipseprojects.io domain,move tracecompass vserver to the eclipseprojectsio domain,Core
548904,Spurious find references potential matches,spurious find references potential matches,UI
547197,[9][model] API to get the kind of a IModuleDescription,model api to get the kind of a imoduledescription,Core
552395,Update platform to Jetty 9.4.22,update platform to jetty,Releng
553762,[Mac] Incorrect order of events when switching between editable cells in a table.,mac incorrect order of events when switching between editable cells in a table,SWT
547656,Validation errors in Mylyn.setup for duplicate IDs,validation errors in mylynsetup for duplicate ids,Releng
548457,[Win32] Replace direct vtable calls with interface wrappers,win replace direct vtable calls with interface wrappers,SWT
552453,[cleanup & saveaction] Rename 1.7 tests to avoid future conflict,cleanup  saveaction rename  tests to avoid future conflict,UI
554733,XDFB diagrams are incorrectly initialized from composite functional chain contextual elements,xdfb diagrams are incorrectly initialized from composite functional chain contextual elements,Diagram
554647,Migration to AQL,migration to aql,Diagram
553873,[SequenceDiagram] bad display when a non horizontal synchronous diagram is created,sequencediagram bad display when a non horizontal synchronous diagram is created,Diagram
554753,problem on functionnal chain diagram using PVMT view on functionnal exchanges (CAPELLA 1.3.1),problem on functionnal chain diagram using pvmt view on functionnal exchanges capella,Diagram
548798,Remove special handing of SWT.SEARCH for Bug 293230,remove special handing of swtsearch for bug,UI
555560,[releng] Bump to 1.2.0,releng bump to,UI
552469,NPE in Link handlers,npe in link handlers,UI
548968,[JUnit 5] Update prereqs file to include JUnit 5.5.1 JARs in place of JUnit 5.4 JARs,junit  update prereqs file to include junit  jars in place of junit  jars,Releng
552330,[GTK] Inline editing not visible until I switch rows,gtk inline editing not visible until i switch rows,SWT
548789,[Cleanup] Files listed for change but no changes,cleanup files listed for change but no changes,UI
554521,Expression error in 'Exchange Scenario diagram',expression error in exchange scenario diagram,Diagram
550694,Remove unsed CSSSWTHTMLEngineImpl.java,remove unsed cssswthtmlengineimpljava,UI
554680,Text is not created at the mouse pointer location,text is not created at the mouse pointer location,Diagram
554625,Freezes on ES scenario when using Lost/Found FEs Tool,freezes on es scenario when using lostfound fes tool,Diagram
554618,Remove legacy diagram annotations while migration,remove legacy diagram annotations while migration,Diagram
548140,[win32][StyledText] Hieroglyph causes preceding spaces to change size,winstyledtext hieroglyph causes preceding spaces to change size,SWT
554532,Dnd of Component in IDB will create small ports,dnd of component in idb will create small ports,Diagram
551771,[GTK] Gnome dark theme and Eclipse light theme,gtk gnome dark theme and eclipse light theme,SWT
547989,[Win32] Owner-drawn table ignores set background color for sorting column,win ownerdrawn table ignores set background color for sorting column,SWT
551174,Comparator errors in 4.14 I build - I20190917-1800,comparator errors in  i build  i,Releng
547938,[Snippets] Some improvements for SWT Snippets,snippets some improvements for swt snippets,SWT
547927,Version bumps for 4.13 stream,version bumps for  stream,Releng
550939,Dark theme with Text control and SWT.SEARCH style,dark theme with text control and swtsearch style,UI
549622,Impact of PreviewEnabled check in DOM on JDT UI,impact of previewenabled check in dom on jdt ui,UI
551932,org.eclipse.swt.SWTError: No more handles,orgeclipseswtswterror no more handles,SWT
548384,[Win32] Simplify directory handling in TaskBar,win simplify directory handling in taskbar,SWT
553641,Deploy ecj compiler from 4.14 RC1 and use it for 4.14 RC2 build,deploy ecj compiler from  rc and use it for  rc build,Releng
551719,Use actual check buttons in RefSpecPanel,use actual check buttons in refspecpanel,UI
549713,[Win32][API]Query the current system setting for dark mode,winapiquery the current system setting for dark mode,SWT
552789,[GTK] org.eclipse.swt.widgets.Display.gtk_css_parse_foreground sticks out in Yourkit,gtk orgeclipseswtwidgetsdisplaygtk_css_parse_foreground sticks out in yourkit,SWT
554696,Insert OA in an [OAIB] diagram failed,insert oa in an oaib diagram failed,Diagram
554579,Fix AirdMigration for Sirius 4.0,fix airdmigration for sirius,Diagram
554508,OAIB problem,oaib problem,Diagram
550105,[13][quick fix] Text Block: No Quick fix to enable preview feature when using text block,quick fix text block no quick fix to enable preview feature when using text block,UI
549414,SWT code cleanup,swt code cleanup,SWT
553870,[SequenceDiagram] Creation of synachronous diagram on execution specification is not correct,sequencediagram creation of synachronous diagram on execution specification is not correct,Diagram
554731,Property view : Browse for Sequence Link > Functional Chain Invovement Links,property view  browse for sequence link  functional chain invovement links,Diagram
551766,Eclipse 4.14 M1 prerequisites: EMF,eclipse  m prerequisites emf,Releng
553733,Eclipse crashes in mshtml when open htm file in IE web browser,eclipse crashes in mshtml when open htm file in ie web browser,SWT
551163,[Dark Theme] Selectable Form Editor Title should be dark when Eclipse is in dark theme,dark theme selectable form editor title should be dark when eclipse is in dark theme,UI
554154,With new Sirius 4.0.0 we cannot open a diagram from Capella Explorer,with new sirius  we cannot open a diagram from capella explorer,Core
554732,New filters to simplify FCD display,new filters to simplify fcd display,Diagram
552256,Code recommenders cannot download its repository index,code recommenders cannot download its repository index,Core
547503,Incorrect persisted state for shared elements in fragments,incorrect persisted state for shared elements in fragments,UI
550066,Tracking bug for inclusion of Eclipse Capra in Oomph project catalogue,tracking bug for inclusion of eclipse capra in oomph project catalogue,Releng
554764,"Delete the target element from ""Delete From Model"" toolbar action fails",delete the target element from delete from model toolbar action fails,Diagram
551477,Find Actions - Sorting should prefer prefix matches,find actions  sorting should prefer prefix matches,UI
551002,[13] Refactor > Extract Local Variable and Extract Constant not working on Text Block,refactor  extract local variable and extract constant not working on text block,UI
554698,Impossible to Move/Reorder Lost Sequence Message in scenario diagram,impossible to movereorder lost sequence message in scenario diagram,Diagram
547466,[GTK3] Form title text is partially not shown,gtk form title text is partially not shown,SWT
554576,Change min value of gradient color of some diagram elements and fix color of capability diagrams,change min value of gradient color of some diagram elements and fix color of capability diagrams,Diagram
551343,Cannot change value of variables,cannot change value of variables,SWT
552554,[MinMaxAddon] Part Icon not updated when setIconURI is called,minmaxaddon part icon not updated when seticonuri is called,UI
553754,Revisit failing JUnit Test_org_eclipse_swt_widgets_Display#test_postLorg_eclipse_swt_widgets_Event,revisit failing junit test_org_eclipse_swt_widgets_displaytest_postlorg_eclipse_swt_widgets_event,SWT
551926,Postfix completion does create new variable for List<String>list,postfix completion does create new variable for liststringlist,UI
547138,Every project should set minor and major version options to 'Error',every project should set minor and major version options to error,Releng
552835,SWTException on diagram refresh,swtexception on diagram refresh,Diagram
553598,A way to be notified about addition of a new Item in (Tree/Table/ToolBar...),a way to be notified about addition of a new item in treetabletoolbar,SWT
548479,[GTK 3.22.30] GLib-CRITICAL: g_base64_encode_step: assertion 'in != NULL' failed,gtk  glibcritical g_base_encode_step assertion in  null failed,SWT
554292,"Add business queries for FE,CE,PL source and target references",add business queries for fecepl source and target references,Core
554699,PropertyValues in PropertyValueGroups and unsynchronized diagrams,propertyvalues in propertyvaluegroups and unsynchronized diagrams,Diagram
555514,(Regression) Running a command through Activity Explorer on a project p1 deals with the second session opened p2,regression running a command through activity explorer on a project p deals with the second session opened p,UI
547904,Configure SWT build scripts for 4.13,configure swt build scripts for,SWT
550373,[ELK] Do not call BorderItemAwareLayoutProvider when an ELK layout algorithm is used.,elk do not call borderitemawarelayoutprovider when an elk layout algorithm is used,Diagram
554347,BusinessQueriesProvider returns null for valid EClass,businessqueriesprovider returns null for valid eclass,Core
554578,Migrate old colors while migration of project,migrate old colors while migration of project,Diagram
553772,SWT Crashes Java VM and Eclipse,swt crashes java vm and eclipse,SWT
552700,[Dark theme] Use same color for table and tree header background as for the other widgets,dark theme use same color for table and tree header background as for the other widgets,UI
554326,Switching selection to element B after editing description of element A,switching selection to element b after editing description of element a,Core
552318,Caret disappears when autocompleting,caret disappears when autocompleting,SWT
550379,Delete Navigator view (ResourceNavigator impl) after August 2021,delete navigator view resourcenavigator impl after august,UI
552215,[GTK3] Tree: Excessive flickering,gtk tree excessive flickering,SWT
550551,Provide access to bundle preference store outside AbstractUIPlugin,provide access to bundle preference store outside abstractuiplugin,UI
551422,"[GTK] [Ubuntu] ToolItem separator not visible ToolItem(parent, SWT.SEPARATOR);",gtk ubuntu toolitem separator not visible toolitemparent swtseparator,SWT
555501,Information View errors on invalid BasicDiagnostic,information view errors on invalid basicdiagnostic,UI
551914,SubContributionItem maintains its own visible state,subcontributionitem maintains its own visible state,UI
554547,"Clean diagram validation decorators through button ""Clean"" in Information View",clean diagram validation decorators through button clean in information view,Diagram
552974,Window title in the GitHistoryRefFilterConfigurationDialog should use title case,window title in the githistoryreffilterconfigurationdialog should use title case,UI
549377,Eclipse 4.13 prerequisites for M2: EMF,eclipse  prerequisites for m emf,Releng
555597,Ability to display tree-structured log data in Information View / Log,ability to display treestructured log data in information view  log,UI
550975,OutOfMemoryError Happens When I Format The Java Source File,outofmemoryerror happens when i format the java source file,Core
551303,"[GTK3] DND from SWT to embbedded AWT frame (SWT_AWT) is broken on Linux, application crashes in few minutes",gtk dnd from swt to embbedded awt frame swt_awt is broken on linux application crashes in few minutes,SWT
550998,GTK - Stabilize org.eclipse.jface.tests.viewers.VirtualLazyTreeViewerTest.testExpandToLevel,gtk  stabilize orgeclipsejfacetestsviewersvirtuallazytreeviewertesttestexpandtolevel,SWT
548407,No 4.13. in https://download.eclipse.org/eclipse/updates/I-builds/,no  in httpsdownloadeclipseorgeclipseupdatesibuilds,Releng
551770,semantic highligting preferences are not saved,semantic highligting preferences are not saved,UI
550570,Auto-share sets session property org.eclipse.team.core:repository for project at git ignored location,autoshare sets session property orgeclipseteamcorerepository for project at git ignored location,Core
547320,[GTK 3.22][Tree] Cannot drag and drop multiple selected items,gtk tree cannot drag and drop multiple selected items,SWT
555320,Remove Richtext update site,remove richtext update site,Releng
551735,SVG image used as style have their background color computed incorrectly.,svg image used as style have their background color computed incorrectly,Diagram
554559,[LAB] Allocation Management tool shall propose to allocate functions to child Logical component,lab allocation management tool shall propose to allocate functions to child logical component,Diagram
554223,Test framework: Allow test to require model from different bundle,test framework allow test to require model from different bundle,Core
547998,[GTK3] Bottom scrollbar arrow does nothing on click,gtk bottom scrollbar arrow does nothing on click,SWT
548672,[macOS] Set background color does not match painted one,macos set background color does not match painted one,SWT
555283,Update Sirius version to 3.1.2,update sirius version to,Releng
549481,[Mac]API Tools error in Display.java,macapi tools error in displayjava,SWT
548961,NullPointerException in Image.internal_new_GC(Image.java:1598),nullpointerexception in imageinternal_new_gcimagejava,SWT
550321,[Tests] Some tests are failing because of ProxyModificationTrackingAdapter,tests some tests are failing because of proxymodificationtrackingadapter,Core
547412,Installation Error for EMF common,installation error for emf common,Core
554675,Operational Entity Scenario Show/Hide Entities/Roles doesn't recurse into sub-role-packages,operational entity scenario showhide entitiesroles doesnt recurse into subrolepackages,Diagram
548900,[project] Raise UML lowerbound to 5.0 consistently,project raise uml lowerbound to  consistently,Core
550773,Show 4.14 builds on download page,show  builds on download page,Releng
554340,Adapt the Capella code to the removing of refresh() operation.,adapt the capella code to the removing of refresh operation,Core
549791,Mylyn Commons UI depends on Guava 21,mylyn commons ui depends on guava,UI
554748,Refactoring of id of diagram tools,refactoring of id of diagram tools,Diagram
554411,Delete action and command should use the RepresentationDescriptor instead of the Representation,delete action and command should use the representationdescriptor instead of the representation,Core
547195,[Cocoa] Clean up .bridgesupport.extras,cocoa clean up bridgesupportextras,SWT
550166,[language] Support contextual classes,language support contextual classes,Core
554553,IllegalArgumentException when saving changes on several Sessions,illegalargumentexception when saving changes on several sessions,Diagram
550913,[AutoRefactor immigration #11/116] [cleanup & saveaction] Push down negation,autorefactor immigration  cleanup  saveaction push down negation,UI
548447,Unable to access QuickAccessProviders,unable to access quickaccessproviders,UI
549171,[win32] Optimize bulk inserting/deleting items for Tree,win optimize bulk insertingdeleting items for tree,SWT
547754,"Slow loading ""org.eclipse.e4.ui.swt.css.theme"" when using shared drive as workspace directory",slow loading orgeclipseeuiswtcsstheme when using shared drive as workspace directory,UI
553615,Update prereqs for 4.14 RC2 release: ECF,update prereqs for  rc release ecf,Releng
554243,Delete Instance Role leads to EMF errors,delete instance role leads to emf errors,Core
552679,Catch exceptions on session close with dirty state because a distant resource is not reachable 2,catch exceptions on session close with dirty state because a distant resource is not reachable,Diagram
554249,Upgrade EGF generation patterns from Juno to Neon,upgrade egf generation patterns from juno to neon,Core
550691,Staging view freezes on commit (NPE in AbstractTextEditor$TextEditorSavable.isDirty),staging view freezes on commit npe in abstracttexteditortexteditorsavableisdirty,UI
553808,[10.15] Support macOS 10.15 (Catalina),support macos  catalina,SWT
552387,Make SWT and Eclipse RCP apps work in snap packages,make swt and eclipse rcp apps work in snap packages,SWT
552390,Compiler error for outer outer instance access in local class,compiler error for outer outer instance access in local class,Core
553344,Deploy ecj compiler from 4.14 M3 and use it for 4.14 RC1 build,deploy ecj compiler from  m and use it for  rc build,Releng
550568,[AF] The diagrams and tables icons of disabled viewpoint should be grayed,af the diagrams and tables icons of disabled viewpoint should be grayed,Core
547506,[MacOS] [WebKit] java.lang.NullPointerException at org.eclipse.swt.browser.WebKit.webView_didFailProvisionalLoadWithError_forFrame(WebKit.java:717),macos webkit javalangnullpointerexception at orgeclipseswtbrowserwebkitwebview_didfailprovisionalloadwitherror_forframewebkitjava,SWT
547935,[Snippets] Add preview image for SWT Snippets,snippets add preview image for swt snippets,SWT
551677,[win32] GPF crash while opening editor,win gpf crash while opening editor,SWT
548747,Eclipse 4.13 prerequisites for M1: EMF,eclipse  prerequisites for m emf,Releng
553853,Splash screen for 4.16 (2020-06),splash screen for,Releng
549990,[OI2JIRO] Migrate to new clustered infrastructure,oijiro migrate to new clustered infrastructure,Releng
549783,Underscore characters are not rendered when editing textcell,underscore characters are not rendered when editing textcell,SWT
552537,[JUnit 5] Cannot run tests inside secondary types,junit  cannot run tests inside secondary types,UI
549060,[Win32] Accessibility bug in quick assist dialog (F2) helper,win accessibility bug in quick assist dialog f helper,SWT
548983,Eclipse Platform repositories and CI contract,eclipse platform repositories and ci contract,Releng
550181,Java doc warning in the build I20190816-0155,java doc warning in the build i,UI
551728,Move org.eclipse.jdt.junit.runtime to 1.5,move orgeclipsejdtjunitruntime to,UI
556264,CSV export stopped working after import of a reqIF file,csv export stopped working after import of a reqif file,Core
554688,Cannot show multiple applied PropertyValueGroups,cannot show multiple applied propertyvaluegroups,Diagram
547565,cannot access past projects,cannot access past projects,UI
554549,Cannot change an Actor to an image in a CSA,cannot change an actor to an image in a csa,Diagram
547779,ParameterNamesCodeMiningTest.testMultiLines() failed,parameternamescodeminingtesttestmultilines failed,UI
547797,Update Base builder to 4.12 RC1 to build 4.12 RC2,update base builder to  rc to build  rc,Releng
554686,Add possibility to hide an event kind on state machine diagram.,add possibility to hide an event kind on state machine diagram,Diagram
554434,"FCD Sequence Links fixes, improvements, filters",fcd sequence links fixes improvements filters,Core
548758,[CSS] The CSSDiagram should provide a createEngine method to ease override,css the cssdiagram should provide a createengine method to ease override,Core
548190,[API] Add color constants for disabled background and foreground colors,api add color constants for disabled background and foreground colors,SWT
549493,Surprising semantics of the strict check for unlikely argument types,surprising semantics of the strict check for unlikely argument types,Core
554700,Add ability to not display VSM User FixedColor in color palette,add ability to not display vsm user fixedcolor in color palette,Diagram
554588,Remove Entry/Exit Points creation tools in [MSM] diagram,remove entryexit points creation tools in msm diagram,Diagram
554671,Impacts of new UID implementation while transitioning diagrams,impacts of new uid implementation while transitioning diagrams,Diagram
553865,NewWizard: category closes after being opened,newwizard category closes after being opened,UI
551100,[Accessibility]A11y_Java Tooling for IntelliJ/Eclipse_ Available Software_ Screen Reader: Narrator/NVDA is not reading the error message provided for “Work with” field.,accessibilityay_java tooling for intellijeclipse_ available software_ screen reader narratornvda is not reading the error message provided for work with field,SWT
548305,[PropertiesView] Properties view shows properties for parts that are no longer visible,propertiesview properties view shows properties for parts that are no longer visible,UI
551251,"Save action ""remove redundant modifiers"" remove non-redundant modifier",save action remove redundant modifiers remove nonredundant modifier,UI
554080,Enhance Semantic Editing Domain extension possibilities,enhance semantic editing domain extension possibilities,Core
550499,Do the Javadoc bash for 4.13,do the javadoc bash for,SWT
552909,Builder API for MessageDialog,builder api for messagedialog,UI
547070,Property Tester (to make a command conditionally visible) is not working the way it is expected,property tester to make a command conditionally visible is not working the way it is expected,UI
547997,EModelService findElement methods do not find shared elements of MWindow,emodelservice findelement methods do not find shared elements of mwindow,UI
549255,[formatter] Extend Blank Lines settings to remove excess lines - UI,formatter extend blank lines settings to remove excess lines  ui,UI
549220,[13] Organize imports should handle types in YieldStatement,organize imports should handle types in yieldstatement,UI
550184,Eclipse 4.13 prerequisites for M3: ECF,eclipse  prerequisites for m ecf,Releng
555322,Sample model shall not be stored as a zip file in git repository,sample model shall not be stored as a zip file in git repository,Releng
554595,[PASTE] Capella Paste does not take account of original layout copied,paste capella paste does not take account of original layout copied,Diagram
554685,Show port names on a diagram.,show port names on a diagram,Diagram
554519,Constraint Duration applied on Lost Found Functional Exchange was not handled.,constraint duration applied on lost found functional exchange was not handled,Diagram
554493,"Creating a REC from a diagram shall filter by default aird elements (e.g. gmf notes, text/ linked rep.)",creating a rec from a diagram shall filter by default aird elements eg gmf notes text linked rep,Core
549409,AssertionFailedException below FileSystemSelectionArea.createContents (thrown in StructuredViewer.assertElementsNotNull),assertionfailedexception below filesystemselectionareacreatecontents thrown in structuredviewerassertelementsnotnull,UI
551580,Build I20190927-1800 failed - The method initializeContext(JavaContext) of type E4ContextType must override or implement a supertype method,build i failed  the method initializecontextjavacontext of type econtexttype must override or implement a supertype method,UI
548436,System Monitoring Perspective triggers AERI,system monitoring perspective triggers aeri,Core
547575,IllegalStateException when clearing credentials,illegalstateexception when clearing credentials,Core
549243,[13] support --add-modules ALL-MODULE-PATH,support addmodules allmodulepath,Core
554228,Integration of the Kitalpha/AFM enhancements,integration of the kitalphaafm enhancements,Core
547572,[extract method] Enable all buttons in Extract Method wizard on opening,extract method enable all buttons in extract method wizard on opening,UI
552667,[DataBinding] Fluent binding API,databinding fluent binding api,UI
555537,"""Send to Fast Linker View"" menu should not be shown when selection is empty",send to fast linker view menu should not be shown when selection is empty,UI
547148,Expose Outer Synthetic Locals from Method Binding,expose outer synthetic locals from method binding,Core
553338,One multiple instance view cannot be shown at right place based on placeholder when some additional view is added to the current perspective,one multiple instance view cannot be shown at right place based on placeholder when some additional view is added to the current perspective,UI
549878,[Tests] Create tests for observable values and lists,tests create tests for observable values and lists,Core
555548,"Remove the technical command ""Fix Custom Features""",remove the technical command fix custom features,UI
549247,jenkins job to deploy mvn artifacts,jenkins job to deploy mvn artifacts,Releng
552756,[1.8][compiler][inference] compile errors for method with two distinct lower bounded type params when T != T,compilerinference compile errors for method with two distinct lower bounded type params when t  t,Core
550754,Table line style not supported,table line style not supported,SWT
554627,"Sequence messages (except for Lost messages, Delete messages and Create messages) should not be deleted directly to avoid invalid model elements (EMF Errors)",sequence messages except for lost messages delete messages and create messages should not be deleted directly to avoid invalid model elements emf errors,Diagram
549054,Mapping checks and mapping hierarchy computation done during refresh should be optimized,mapping checks and mapping hierarchy computation done during refresh should be optimized,Diagram
554642,"Refresh All Sub Representations does not work with ""dirty"" diagrams",refresh all sub representations does not work with dirty diagrams,Diagram
555309,Investigate unification of capella git repositories,investigate unification of capella git repositories,Releng
548820,[ELK] Improve ELK graph transformation,elk improve elk graph transformation,Diagram
554636,[Regression] Diagram descriptors cannot be deleted or renamed,regression diagram descriptors cannot be deleted or renamed,Diagram
551411,Ubuntu 18.04 LTS Gnome3 horizontal scrollbar blocking or obstructing text fields when inspecting variables and console logs,ubuntu  lts gnome horizontal scrollbar blocking or obstructing text fields when inspecting variables and console logs,SWT
552209,[GTK] Tree with SWT.MeasureItem crashes,gtk tree with swtmeasureitem crashes,SWT
553026,NPE in StagingView link with selection,npe in stagingview link with selection,UI
554570,LDFB diagram extension bug,ldfb diagram extension bug,Diagram
547150,Git asks for user credentials again and again and fails to authorise (HTTPS; Microsoft TFS),git asks for user credentials again and again and fails to authorise https microsoft tfs,Core
548955,Build Comparator error for I20190703-1800,build comparator error for i,Core
550661,@since Annotation is not always generated at the end of a comment,since annotation is not always generated at the end of a comment,Core
547299,Accommodate https: nsURIs,accommodate https nsuris,Core
554517,Reconnect of Actor Generalization doesn't work on several diagrams,reconnect of actor generalization doesnt work on several diagrams,Diagram
555307,Correction of EGF Build for XML Pivot add-on,correction of egf build for xml pivot addon,Releng
553024,[win32] Dark theme - preliminary native support for win32 dark mode,win dark theme  preliminary native support for win dark mode,SWT
550517,[GTK3] Swing components keep the focus when coming back to SWT widgets,gtk swing components keep the focus when coming back to swt widgets,SWT
554034,org.polarsys.capella.core.dashboard.hyperlinkadapter.AbstractHyperlinkAdapter$linkActivated(HyperlinkEvent) is doing explicit cast to ICapellaModel,orgpolarsyscapellacoredashboardhyperlinkadapterabstracthyperlinkadapterlinkactivatedhyperlinkevent is doing explicit cast to icapellamodel,Core
554597,Lollipops are too small in interface diagrams,lollipops are too small in interface diagrams,Diagram
554708,Add ability to not display VSM User FixedColor in color palette,add ability to not display vsm user fixedcolor in color palette,Diagram
555540,"Application freeze (""not responding"") launching ""Compare as models"" on aird files and trying to close ""Compare"" editor",application freeze not responding launching compare as models on aird files and trying to close compare editor,UI
550388,Shell.getBounds() wrong when shell is maximized.,shellgetbounds wrong when shell is maximized,SWT
